 FUNC00
   1.000000      0.0000000E+00
  0.8775826      0.4794255    
  0.5403023      0.8414710    
  7.0737198E-02  0.9974950    
 -0.4161468      0.9092974    
 -0.8011436      0.5984721    
 -0.9899925      0.1411200    
 -0.9364567     -0.3507832    
 -0.6536436     -0.7568025    
 -0.2107958     -0.9775301    
  0.2836622     -0.9589243    
  0.7086698     -0.7055403    
  0.9601703     -0.2794155    
  0.9765877      0.2151200    
  0.7539023      0.6569866    
  0.3466353      0.9380000    
 -0.1455000      0.9893582    
 -0.6020119      0.7984871    
 -0.9111302      0.4121185    
 -0.9971722     -7.5151123E-02
 -0.8390715     -0.5440211    
 -0.4755369     -0.8796958    
  4.4256980E-03 -0.9999902    
  0.4833048     -0.8754522    
  0.8438540     -0.5365729    
  0.9977983     -6.6321895E-02
  0.9074468      0.4201670    
  0.5949206      0.8037844    
  0.1367372      0.9906074    
 -0.3549243      0.9348950    
 -0.7596879      0.6502879    
 -0.9784535      0.2064675    
 -0.9576595     -0.2879033    
 -0.7023970     -0.7117853    
 -0.2751634     -0.9613975    
  0.2194400     -0.9756260    
  0.6603167     -0.7509872    
  0.9395249     -0.3424806    
  0.9887046      0.1498772    
  0.7958150      0.6055399    
  0.4080821      0.9129453    
 -7.9563566E-02  0.9968298    
 -0.5477293      0.8366556    
 -0.8817917      0.4716390    
 -0.9999608     -8.8513093E-03
 -0.8733047     -0.4871745    
 -0.5328330     -0.8462204    
 -6.1905295E-02 -0.9980820    
  0.4241790     -0.9055784    
  0.8064095     -0.5913575    
  0.9912028     -0.1323518    
  0.9333151      0.3590584    
  0.6469193      0.7625585    
  0.2021351      0.9793577    
 -0.2921388      0.9563760    
 -0.7148870      0.6992400    
 -0.9626059      0.2709058    
 -0.9746453     -0.2237556    
 -0.7480575     -0.6636339    
 -0.3383192     -0.9410314    
  0.1542515     -0.9880316    
  0.6090560     -0.7931272    
  0.9147424     -0.4040377    
  0.9964679      8.3974458E-02
  0.8342234      0.5514267    
  0.4677318      0.8838704    
 -1.3276747E-02  0.9999118    
 -0.4910347      0.8711400    
 -0.8485703      0.5290827    
 -0.9983462      5.7487477E-02
 -0.9036922     -0.4281827    
 -0.5877828     -0.8090188    
 -0.1279637     -0.9917789    
  0.3631854     -0.9317169    
  0.7654141     -0.6435381    
  0.9802427     -0.1977988    
  0.9550737      0.2963686    
  0.6960693      0.7179746    
  0.2666429      0.9637954    
 -0.2280669      0.9736454    
 -0.6669381      0.7451131    
 -0.9425195      0.3341512    
 -0.9873393     -0.1586227    
 -0.7904240     -0.6125602    
 -0.3999853     -0.9165215    
  8.8383697E-02 -0.9960865    
  0.5551133     -0.8317748    
  0.8859318     -0.4638155    
  0.9998433      1.7701926E-02
  0.8689583      0.4948853    
  0.5253220      0.8509035    
  5.3068537E-02  0.9985909    
 -0.4321779      0.9017884    
 -0.8116122      0.5841966    
 -0.9923355      0.1235731    
 -0.9301004     -0.3673053    
 -0.6401443     -0.7682546    
 -0.1934586     -0.9811084    
  0.3005925     -0.9537526    
  0.7210482     -0.6928850    
  0.9649660     -0.2623748    
  0.9726266      0.2323738    
  0.7421542      0.6702292    
  0.3299766      0.9439891    
 -0.1629908      0.9866276    
 -0.6160523      0.7877052    
 -0.9182828      0.3959252    
 -0.9956856     -9.2791215E-02
 -0.8293098     -0.5587891    
 -0.4598901     -0.8879758    
  2.2126757E-02 -0.9997551    
  0.4987262     -0.8667596    
  0.8532201     -0.5215510    
  0.9988160     -4.8648555E-02
  0.8998668      0.4361648    
  0.5805989      0.8141897    
  0.1191801      0.9928727    
 -0.3714181      0.9284657    
 -0.7710802      0.6367380    
 -0.9819550      0.1891146    
 -0.9524130     -0.3048106    
 -0.6896870     -0.7241076    
 -0.2581016     -0.9661178    
  0.2366760     -0.9715886    
  0.6735072     -0.7391807    
  0.9454402     -0.3257956    
  0.9858966      0.1673557    
  0.7849711      0.6195325    
  0.3918572      0.9200261    
 -9.7196907E-02  0.9952652    
 -0.5624539      0.8268287    
 -0.8900025      0.4559557    
 -0.9996474     -2.6551154E-02
 -0.8645439     -0.5025573    
 -0.5177698     -0.8555200    
 -4.4227622E-02 -0.9990215    
  0.4401430     -0.8979277    
  0.8167513     -0.5769899    
  0.9933904     -0.1147848    
  0.9268128      0.3755236    
  0.6333192      0.7738907    
  0.1847669      0.9827824    
 -0.3090227      0.9510546    
 -0.7271528      0.6864756    
 -0.9672506      0.2538234    
 -0.9705316     -0.2409737    
 -0.7361927     -0.6767719    
 -0.3216081     -0.9468728    
  0.1717173     -0.9851463    
  0.6230004     -0.7822215    
  0.9217513     -0.3877816    
  0.9948252      0.1016007    
  0.8243313      0.5661076    
  0.4520123      0.8920117    
 -3.0975033E-02  0.9995202    
 -0.5063787      0.8623112    
 -0.8578031      0.5139785    
 -0.9992074      3.9805818E-02
 -0.8959709     -0.4441127    
 -0.5733695     -0.8192969    
 -0.1103872     -0.9938887    
  0.3796217     -0.9251418    
  0.7766860     -0.6298880    
  0.9835905     -0.1804156    
  0.9496777      0.3132288    
  0.6832507      0.7301838    
  0.2495401      0.9683645    
 -0.2452666      0.9694557    
 -0.6800235      0.7331903    
 -0.9482870      0.3174144    
 -0.9843767     -0.1760756    
 -0.7794566     -0.6264562    
 -0.3836984     -0.9234585    
  0.1060025     -0.9943659    
  0.5697503     -0.8218178    
  0.8940034     -0.4480602    
  0.9993733      3.5398304E-02
  0.8600617      0.5101900    
  0.5101770      0.8600694    
  3.5383239E-02  0.9993738    
 -0.4480736      0.8939967    
 -0.8218264      0.5697380    
 -0.9943675      0.1059875    
 -0.9234527     -0.3837124    
 -0.6264445     -0.7794661    
 -0.1760608     -0.9843793    
  0.3174287     -0.9482821    
  0.7332006     -0.6800125    
  0.9694594     -0.2452520    
  0.9683607      0.2495547    
  0.7301736      0.6832617    
  0.3132145      0.9496824    
 -0.1804304      0.9835877    
 -0.6298997      0.7766765    
 -0.9251475      0.3796077    
 -0.9938870     -0.1104022    
 -0.8192883     -0.5733819    
 -0.4440992     -0.8959776    
  3.9820880E-02 -0.9992068    
  0.5139914     -0.8577954    
  0.8623189     -0.5063657    
  0.9995206     -3.0959968E-02
  0.8920048      0.4520258    
  0.5660952      0.8243399    
  0.1015857      0.9948268    
 -0.3877955      0.9217454    
 -0.7822309      0.6229886    
 -0.9851488      0.1717025    
 -0.9468680     -0.3216224    
 -0.6767609     -0.7362029    
 -0.2409590     -0.9705353    
  0.2538379     -0.9672468    
  0.6864865     -0.7271425    
  0.9510593     -0.3090084    
  0.9827796      0.1847817    
  0.7738811      0.6333309    
  0.3755096      0.9268185    
 -0.1147998      0.9933887    
 -0.5770022      0.8167426    
 -0.8979343      0.4401295    
 -0.9990208     -4.4242676E-02
 -0.8555122     -0.5177827    
 -0.5025443     -0.8645514    
 -2.6536087E-02 -0.9996479    
  0.4559691     -0.8899956    
  0.8268372     -0.5624414    
  0.9952666     -9.7181909E-02
  0.9200201      0.3918711    
  0.6195206      0.7849804    
  0.1673408      0.9858991    
 -0.3258098      0.9454353    
