S1Real/ S1Imag/ S2Real/ S2Imag/ S3Real/ S3Imag/
    1.0000    0.0000   -1.0000    0.0000    0.3333   -0.0000
    0.8841    0.4464    0.3159   -0.0464   -1.0000   -0.0000
    0.6341    0.6848    0.2889   -0.0694   -1.0000   -0.0000
    0.4005    0.7471    0.2662   -0.0804   -1.0000    0.0000
    0.2321    0.7260    0.2479   -0.0860   -1.0000   -0.0000
    0.1200    0.6772    0.2329   -0.0890   -1.0000    0.0000
    0.0462    0.6239    0.2204   -0.0905   -1.0000   -0.0000
   -0.0029    0.5739    0.2098   -0.0912   -1.0000   -0.0000
   -0.0363    0.5297    0.2006   -0.0913   -1.0000   -0.0000
    0.1926   -0.0911   -1.0000    0.0000   -0.0593    0.4911
    0.1855   -0.0907   -1.0000    0.0000   -0.0754    0.4577
    0.1792   -0.0901   -1.0000    0.0000   -0.0868    0.4286
    0.1734   -0.0895   -1.0000   -0.0000   -0.0950    0.4032
    0.1682   -0.0888   -1.0000    0.0000   -0.1008    0.3809
    0.1635   -0.0880   -1.0000    0.0000   -0.1050    0.3612
    0.1591   -0.0873   -1.0000    0.0000   -0.1079    0.3437
    0.1551   -0.0865   -1.0000    0.0000   -0.1098    0.3280
    0.1514   -0.0857   -1.0000    0.0000   -0.1111    0.3139
    0.1480   -0.0849   -1.0000    0.0000   -0.1119    0.3011
    0.1447   -0.0841   -1.0000   -0.0000   -0.1123    0.2895
    0.1417   -0.0834   -1.0000    0.0000   -0.1124    0.2790
    0.1389   -0.0826   -1.0000    0.0000   -0.1122    0.2693
    0.1362   -0.0819   -1.0000    0.0000   -0.1119    0.2604
    0.1337   -0.0812   -1.0000    0.0000   -0.1114    0.2522
    0.1313   -0.0805   -1.0000    0.0000   -0.1108    0.2446
    0.1291   -0.0798   -1.0000    0.0000   -0.1101    0.2375
    0.1269   -0.0791   -1.0000    0.0000   -0.1094    0.2309
    0.1249   -0.0784   -1.0000    0.0000   -0.1086    0.2248
    0.1229   -0.0778   -1.0000    0.0000   -0.1078    0.2190
    0.1211   -0.0771   -1.0000    0.0000   -0.1070    0.2136
    0.1193   -0.0765   -1.0000    0.0000   -0.1061    0.2085
    0.1176   -0.0759   -1.0000    0.0000   -0.1052    0.2038
    0.1160   -0.0753   -1.0000   -0.0000   -0.1044    0.1993
    0.1144   -0.0748   -1.0000    0.0000   -0.1035    0.1950
    0.1130   -0.0742   -1.0000    0.0000   -0.1026    0.1909
    0.1115   -0.0737   -1.0000    0.0000   -0.1018    0.1871
    0.1101   -0.0731   -1.0000    0.0000   -0.1009    0.1835
    0.1088   -0.0726   -1.0000    0.0000   -0.1001    0.1800
    0.1075   -0.0721   -1.0000    0.0000   -0.0993    0.1767
    0.1063   -0.0716   -1.0000    0.0000   -0.0984    0.1735
    0.1051   -0.0711   -1.0000    0.0000   -0.0976    0.1705
    0.1039   -0.0706   -1.0000    0.0000   -0.0968    0.1677
    0.1028   -0.0701   -1.0000    0.0000   -0.0960    0.1649
    0.1017   -0.0697   -1.0000    0.0000   -0.0953    0.1623
    0.1007   -0.0692   -1.0000    0.0000   -0.0945    0.1597
    0.0997   -0.0688   -1.0000    0.0000   -0.0938    0.1573
    0.0987   -0.0684   -1.0000    0.0000   -0.0930    0.1549
    0.0977   -0.0679   -1.0000    0.0000   -0.0923    0.1527
    0.0968   -0.0675   -1.0000   -0.0000   -0.0916    0.1505
    0.0959   -0.0671   -1.0000    0.0000   -0.0909    0.1484
    0.0950   -0.0667   -1.0000    0.0000   -0.0902    0.1464
    0.0941   -0.0663   -1.0000    0.0000   -0.0896    0.1445
    0.0933   -0.0659   -1.0000    0.0000   -0.0889    0.1426
    0.0925   -0.0655   -1.0000    0.0000   -0.0882    0.1408
    0.0917   -0.0652   -1.0000    0.0000   -0.0876    0.1390
    0.0909   -0.0648   -1.0000    0.0000   -0.0870    0.1373
    0.0902   -0.0645   -1.0000    0.0000   -0.0864    0.1357
    0.0895   -0.0641   -1.0000    0.0000   -0.0858    0.1341
    0.0888   -0.0638   -1.0000    0.0000   -0.0852    0.1325
    0.0881   -0.0634   -1.0000   -0.0000   -0.0846    0.1310
    0.0874   -0.0631   -1.0000    0.0000   -0.0841    0.1296
    0.0867   -0.0628   -1.0000    0.0000   -0.0835    0.1282
    0.0861   -0.0624   -1.0000    0.0000   -0.0829    0.1268
    0.0854   -0.0621   -1.0000    0.0000   -0.0824    0.1255
    0.0848   -0.0618   -1.0000   -0.0000   -0.0819    0.1242
    0.0842   -0.0615   -1.0000    0.0000   -0.0814    0.1229
    0.0836   -0.0612   -1.0000    0.0000   -0.0809    0.1217
    0.0830   -0.0609   -1.0000    0.0000   -0.0803    0.1205
    0.0824   -0.0606   -1.0000    0.0000   -0.0799    0.1193
    0.0819   -0.0603   -1.0000    0.0000   -0.0794    0.1182
    0.0813   -0.0600   -1.0000    0.0000   -0.0789    0.1171
    0.0808   -0.0598   -1.0000    0.0000   -0.0784    0.1160
