S1Real/ S1Imag/ S2Real/ S2Imag/ S3Real/ S3Imag/
   -0.0505   -0.0741   -0.9885    0.2110    0.0550    0.0484
   -0.0501   -0.0732   -0.9890    0.2069    0.0545    0.0480
   -0.0498   -0.0724   -0.9894    0.2030    0.0540    0.0476
   -0.0495   -0.0715   -0.9898    0.1993    0.0536    0.0472
   -0.0492   -0.0707   -0.9902    0.1957    0.0531    0.0468
   -0.0488   -0.0699   -0.9905    0.1922    0.0527    0.0464
   -0.0485   -0.0692   -0.9909    0.1888    0.0522    0.0461
   -0.0482   -0.0684   -0.9912    0.1855    0.0518    0.0457
   -0.0479   -0.0677   -0.9915    0.1824    0.0514    0.0454
   -0.0476   -0.0670   -0.9918    0.1793    0.0510    0.0450
   -0.0473   -0.0663   -0.9920    0.1764    0.0506    0.0447
   -0.0471   -0.0657   -0.9923    0.1736    0.0502    0.0444
   -0.0468   -0.0650   -0.9926    0.1708    0.0498    0.0440
   -0.0465   -0.0644   -0.9928    0.1681    0.0494    0.0437
   -0.0462   -0.0638   -0.9930    0.1655    0.0491    0.0434
   -0.0460   -0.0632   -0.9932    0.1630    0.0487    0.0431
   -0.0457   -0.0626   -0.9934    0.1606    0.0484    0.0428
   -0.0454   -0.0621   -0.9936    0.1582    0.0480    0.0426
   -0.0452   -0.0615   -0.9938    0.1559    0.0477    0.0423
   -0.0449   -0.0610   -0.9940    0.1537    0.0474    0.0420
   -0.0447   -0.0604   -0.9942    0.1515    0.0470    0.0417
   -0.0444   -0.0599   -0.9943    0.1494    0.0467    0.0415
   -0.0442   -0.0594   -0.9945    0.1473    0.0464    0.0412
   -0.0439   -0.0589   -0.9946    0.1454    0.0461    0.0410
   -0.0437   -0.0584   -0.9948    0.1434    0.0458    0.0407
   -0.0435   -0.0580   -0.9949    0.1415    0.0455    0.0405
   -0.0432   -0.0575   -0.9951    0.1397    0.0453    0.0403
   -0.0430   -0.0571   -0.9952    0.1379    0.0450    0.0400
   -0.0428   -0.0566   -0.9953    0.1361    0.0447    0.0398
   -0.0426   -0.0562   -0.9954    0.1344    0.0444    0.0396
   -0.0423   -0.0558   -0.9955    0.1327    0.0442    0.0394
   -0.0421   -0.0554   -0.9956    0.1311    0.0439    0.0391
   -0.0419   -0.0550   -0.9958    0.1295    0.0437    0.0389
   -0.0417   -0.0546   -0.9959    0.1280    0.0434    0.0387
   -0.0415   -0.0542   -0.9960    0.1265    0.0432    0.0385
   -0.0413   -0.0538   -0.9960    0.1250    0.0429    0.0383
   -0.0411   -0.0534   -0.9961    0.1236    0.0427    0.0381
   -0.0409   -0.0530   -0.9962    0.1221    0.0425    0.0379
   -0.0407   -0.0527   -0.9963    0.1208    0.0422    0.0377
   -0.0405   -0.0523   -0.9964    0.1194    0.0420    0.0375
   -0.0403   -0.0520   -0.9965    0.1181    0.0418    0.0373
   -0.0401   -0.0516   -0.9966    0.1168    0.0416    0.0372
   -0.0399   -0.0513   -0.9966    0.1156    0.0413    0.0370
   -0.0398   -0.0510   -0.9967    0.1143    0.0411    0.0368
   -0.0396   -0.0507   -0.9968    0.1131    0.0409    0.0366
   -0.0394   -0.0503   -0.9968    0.1119    0.0407    0.0365
   -0.0392   -0.0500   -0.9969    0.1108    0.0405    0.0363
   -0.0391   -0.0497   -0.9970    0.1096    0.0403    0.0361
   -0.0389   -0.0494   -0.9970    0.1085    0.0401    0.0360
   -0.0387   -0.0491   -0.9971    0.1074    0.0399    0.0358
   -0.0385   -0.0488   -0.9971    0.1064    0.0397    0.0356
   -0.0384   -0.0486   -0.9972    0.1053    0.0395    0.0355
   -0.0382   -0.0483   -0.9973    0.1043    0.0394    0.0353
   -0.0381   -0.0480   -0.9973    0.1033    0.0392    0.0352
   -0.0379   -0.0477   -0.9974    0.1023    0.0390    0.0350
   -0.0377   -0.0475   -0.9974    0.1013    0.0388    0.0349
   -0.0376   -0.0472   -0.9975    0.1004    0.0386    0.0347
   -0.0374   -0.0469   -0.9975    0.0994    0.0385    0.0346
   -0.0373   -0.0467   -0.9976    0.0985    0.0383    0.0344
   -0.0371   -0.0464   -0.9976    0.0976    0.0381    0.0343
   -0.0370   -0.0462   -0.9976    0.0967    0.0380    0.0342
   -0.0368   -0.0459   -0.9977    0.0959    0.0378    0.0340
   -0.0367   -0.0457   -0.9977    0.0950    0.0376    0.0339
   -0.0365   -0.0455   -0.9978    0.0942    0.0375    0.0337
   -0.0364   -0.0452   -0.9978    0.0934    0.0373    0.0336
   -0.0363   -0.0450   -0.9978    0.0926    0.0372    0.0335
   -0.0361   -0.0448   -0.9979    0.0918    0.0370    0.0333
   -0.0360   -0.0445   -0.9979    0.0910    0.0369    0.0332
   -0.0359   -0.0443   -0.9980    0.0902    0.0367    0.0331
   -0.0357   -0.0441   -0.9980    0.0895    0.0366    0.0330
   -0.0356   -0.0439   -0.9980    0.0887    0.0364    0.0328
   -0.0355   -0.0437   -0.9981    0.0880    0.0363    0.0327
   -0.0353   -0.0435   -0.9981    0.0873    0.0361    0.0326
   -0.0352   -0.0433   -0.9981    0.0866    0.0360    0.0325
   -0.0351   -0.0431   -0.9981    0.0859    0.0358    0.0324
   -0.0349   -0.0429   -0.9982    0.0852    0.0357    0.0322
   -0.0348   -0.0427   -0.9982    0.0845    0.0356    0.0321
   -0.0347   -0.0425   -0.9982    0.0838    0.0354    0.0320
   -0.0346   -0.0423   -0.9983    0.0832    0.0353    0.0319
   -0.0345   -0.0421   -0.9983    0.0825    0.0352    0.0318
   -0.0343   -0.0419   -0.9983    0.0819    0.0350    0.0317
   -0.0342   -0.0417   -0.9983    0.0813    0.0349    0.0316
   -0.0341   -0.0415   -0.9984    0.0807    0.0348    0.0315
   -0.0340   -0.0413   -0.9984    0.0801    0.0347    0.0314
   -0.0339   -0.0412   -0.9984    0.0795    0.0345    0.0313
   -0.0338   -0.0410   -0.9984    0.0789    0.0344    0.0312
   -0.0336   -0.0408   -0.9985    0.0783    0.0343    0.0310
   -0.0335   -0.0406   -0.9985    0.0777    0.0342    0.0309
   -0.0334   -0.0405   -0.9985    0.0772    0.0340    0.0308
   -0.0333   -0.0403   -0.9985    0.0766    0.0339    0.0307
   -0.0332   -0.0401   -0.9985    0.0761    0.0338    0.0306
   -0.0331   -0.0400   -0.9986    0.0755    0.0337    0.0305
   -0.0330   -0.0398   -0.9986    0.0750    0.0336    0.0305
   -0.0329   -0.0396   -0.9986    0.0745    0.0335    0.0304
   -0.0328   -0.0395   -0.9986    0.0740    0.0334    0.0303
   -0.0327   -0.0393   -0.9986    0.0735    0.0332    0.0302
   -0.0326   -0.0392   -0.9987    0.0730    0.0331    0.0301
   -0.0325   -0.0390   -0.9987    0.0725    0.0330    0.0300
   -0.0324   -0.0389   -0.9987    0.0720    0.0329    0.0299
   -0.0323   -0.0387   -0.9987    0.0715    0.0328    0.0298
   -0.0322   -0.0386   -0.9987    0.0710    0.0327    0.0297
   -0.0321   -0.0384   -0.9988    0.0706    0.0326    0.0296
   -0.0320   -0.0383   -0.9988    0.0701    0.0325    0.0295
   -0.0319   -0.0381   -0.9988    0.0696    0.0324    0.0294
   -0.0318   -0.0380   -0.9988    0.0692    0.0323    0.0294
   -0.0317   -0.0378   -0.9988    0.0687    0.0322    0.0293
   -0.0316   -0.0377   -0.9988    0.0683    0.0321    0.0292
   -0.0315   -0.0376   -0.9988    0.0679    0.0320    0.0291
   -0.0314   -0.0374   -0.9989    0.0674    0.0319    0.0290
   -0.0313   -0.0373   -0.9989    0.0670    0.0318    0.0289
   -0.0312   -0.0372   -0.9989    0.0666    0.0317    0.0289
   -0.0311   -0.0370   -0.9989    0.0662    0.0316    0.0288
   -0.0311   -0.0369   -0.9989    0.0658    0.0315    0.0287
   -0.0310   -0.0368   -0.9989    0.0654    0.0314    0.0286
   -0.0309   -0.0366   -0.9989    0.0650    0.0313    0.0285
   -0.0308   -0.0365   -0.9990    0.0646    0.0312    0.0285
   -0.0307   -0.0364   -0.9990    0.0642    0.0311    0.0284
   -0.0306   -0.0363   -0.9990    0.0638    0.0310    0.0283
   -0.0305   -0.0361   -0.9990    0.0634    0.0310    0.0282
   -0.0304   -0.0360   -0.9990    0.0631    0.0309    0.0281
   -0.0304   -0.0359   -0.9990    0.0627    0.0308    0.0281
   -0.0303   -0.0358   -0.9990    0.0623    0.0307    0.0280
   -0.0302   -0.0356   -0.9990    0.0620    0.0306    0.0279
   -0.0301   -0.0355   -0.9990    0.0616    0.0305    0.0278
   -0.0300   -0.0354   -0.9991    0.0612    0.0304    0.0278
   -0.0300   -0.0353   -0.9991    0.0609    0.0303    0.0277
   -0.0299   -0.0352   -0.9991    0.0606    0.0303    0.0276
   -0.0298   -0.0351   -0.9991    0.0602    0.0302    0.0276
   -0.0297   -0.0350   -0.9991    0.0599    0.0301    0.0275
   -0.0296   -0.0348   -0.9991    0.0595    0.0300    0.0274
   -0.0296   -0.0347   -0.9991    0.0592    0.0299    0.0274
   -0.0295   -0.0346   -0.9991    0.0589    0.0299    0.0273
   -0.0294   -0.0345   -0.9991    0.0586    0.0298    0.0272
   -0.0293   -0.0344   -0.9991    0.0582    0.0297    0.0271
   -0.0293   -0.0343   -0.9992    0.0579    0.0296    0.0271
   -0.0292   -0.0342   -0.9992    0.0576    0.0295    0.0270
   -0.0291   -0.0341   -0.9992    0.0573    0.0295    0.0269
   -0.0290   -0.0340   -0.9992    0.0570    0.0294    0.0269
   -0.0290   -0.0339   -0.9992    0.0567    0.0293    0.0268
   -0.0289   -0.0338   -0.9992    0.0564    0.0292    0.0268
   -0.0288   -0.0337   -0.9992    0.0561    0.0292    0.0267
   -0.0288   -0.0336   -0.9992    0.0558    0.0291    0.0266
   -0.0287   -0.0335   -0.9992    0.0555    0.0290    0.0266
   -0.0286   -0.0334   -0.9992    0.0552    0.0289    0.0265
   -0.0285   -0.0333   -0.9992    0.0549    0.0289    0.0264
   -0.0285   -0.0332   -0.9993    0.0547    0.0288    0.0264
   -0.0284   -0.0331   -0.9993    0.0544    0.0287    0.0263
   -0.0283   -0.0330   -0.9993    0.0541    0.0287    0.0263
   -0.0283   -0.0329   -0.9993    0.0538    0.0286    0.0262
   -0.0282   -0.0328   -0.9993    0.0536    0.0285    0.0261
   -0.0281   -0.0327   -0.9993    0.0533    0.0284    0.0261
   -0.0281   -0.0326   -0.9993    0.0530    0.0284    0.0260
   -0.0280   -0.0325   -0.9993    0.0528    0.0283    0.0260
   -0.0279   -0.0324   -0.9993    0.0525    0.0282    0.0259
   -0.0279   -0.0324   -0.9993    0.0523    0.0282    0.0258
   -0.0278   -0.0323   -0.9993    0.0520    0.0281    0.0258
   -0.0278   -0.0322   -0.9993    0.0517    0.0280    0.0257
   -0.0277   -0.0321   -0.9993    0.0515    0.0280    0.0257
   -0.0276   -0.0320   -0.9993    0.0512    0.0279    0.0256
   -0.0276   -0.0319   -0.9993    0.0510    0.0278    0.0256
   -0.0275   -0.0318   -0.9994    0.0508    0.0278    0.0255
   -0.0274   -0.0317   -0.9994    0.0505    0.0277    0.0254
   -0.0274   -0.0317   -0.9994    0.0503    0.0276    0.0254
   -0.0273   -0.0316   -0.9994    0.0500    0.0276    0.0253
   -0.0273   -0.0315   -0.9994    0.0498    0.0275    0.0253
   -0.0272   -0.0314   -0.9994    0.0496    0.0275    0.0252
   -0.0271   -0.0313   -0.9994    0.0494    0.0274    0.0252
   -0.0271   -0.0312   -0.9994    0.0491    0.0273    0.0251
   -0.0270   -0.0312   -0.9994    0.0489    0.0273    0.0251
   -0.0270   -0.0311   -0.9994    0.0487    0.0272    0.0250
   -0.0269   -0.0310   -0.9994    0.0485    0.0272    0.0250
   -0.0268   -0.0309   -0.9994    0.0482    0.0271    0.0249
   -0.0268   -0.0309   -0.9994    0.0480    0.0270    0.0249
   -0.0267   -0.0308   -0.9994    0.0478    0.0270    0.0248
   -0.0267   -0.0307   -0.9994    0.0476    0.0269    0.0248
   -0.0266   -0.0306   -0.9994    0.0474    0.0269    0.0247
   -0.0266   -0.0305   -0.9994    0.0472    0.0268    0.0247
   -0.0265   -0.0305   -0.9994    0.0470    0.0267    0.0246
   -0.0265   -0.0304   -0.9995    0.0468    0.0267    0.0246
   -0.0264   -0.0303   -0.9995    0.0466    0.0266    0.0245
   -0.0263   -0.0302   -0.9995    0.0464    0.0266    0.0245
   -0.0263   -0.0302   -0.9995    0.0462    0.0265    0.0244
   -0.0262   -0.0301   -0.9995    0.0460    0.0265    0.0244
   -0.0262   -0.0300   -0.9995    0.0458    0.0264    0.0243
   -0.0261   -0.0300   -0.9995    0.0456    0.0263    0.0243
   -0.0261   -0.0299   -0.9995    0.0454    0.0263    0.0242
   -0.0260   -0.0298   -0.9995    0.0452    0.0262    0.0242
   -0.0260   -0.0297   -0.9995    0.0450    0.0262    0.0241
   -0.0259   -0.0297   -0.9995    0.0448    0.0261    0.0241
   -0.0259   -0.0296   -0.9995    0.0446    0.0261    0.0240
   -0.0258   -0.0295   -0.9995    0.0444    0.0260    0.0240
   -0.0258   -0.0295   -0.9995    0.0442    0.0260    0.0239
   -0.0257   -0.0294   -0.9995    0.0441    0.0259    0.0239
   -0.0257   -0.0293   -0.9995    0.0439    0.0259    0.0238
   -0.0256   -0.0293   -0.9995    0.0437    0.0258    0.0238
   -0.0256   -0.0292   -0.9995    0.0435    0.0258    0.0238
   -0.0255   -0.0291   -0.9995    0.0433    0.0257    0.0237
   -0.0255   -0.0291   -0.9995    0.0432    0.0257    0.0237
   -0.0254   -0.0290   -0.9995    0.0430    0.0256    0.0236
   -0.0254   -0.0289   -0.9995    0.0428    0.0256    0.0236
   -0.0253   -0.0289   -0.9995    0.0426    0.0255    0.0235
   -0.0253   -0.0288   -0.9995    0.0425    0.0255    0.0235
   -0.0252   -0.0287   -0.9996    0.0423    0.0254    0.0235
   -0.0252   -0.0287   -0.9996    0.0421    0.0254    0.0234
   -0.0251   -0.0286   -0.9996    0.0420    0.0253    0.0234
   -0.0251   -0.0285   -0.9996    0.0418    0.0253    0.0233
   -0.0250   -0.0285   -0.9996    0.0416    0.0252    0.0233
   -0.0250   -0.0284   -0.9996    0.0415    0.0252    0.0232
   -0.0249   -0.0284   -0.9996    0.0413    0.0251    0.0232
   -0.0249   -0.0283   -0.9996    0.0412    0.0251    0.0232
   -0.0248   -0.0282   -0.9996    0.0410    0.0250    0.0231
   -0.0248   -0.0282   -0.9996    0.0409    0.0250    0.0231
   -0.0248   -0.0281   -0.9996    0.0407    0.0249    0.0230
   -0.0247   -0.0281   -0.9996    0.0405    0.0249    0.0230
   -0.0247   -0.0280   -0.9996    0.0404    0.0248    0.0230
    0.0248    0.0229   -0.0246   -0.0279   -0.9996    0.0402
    0.0247    0.0229   -0.0246   -0.0279   -0.9996    0.0401
    0.0247    0.0228   -0.0245   -0.0278   -0.9996    0.0399
    0.0247    0.0228   -0.0245   -0.0278   -0.9996    0.0398
    0.0246    0.0228   -0.0244   -0.0277   -0.9996    0.0396
    0.0246    0.0227   -0.0244   -0.0277   -0.9996    0.0395
    0.0245    0.0227   -0.0244   -0.0276   -0.9996    0.0393
    0.0245    0.0226   -0.0243   -0.0275   -0.9996    0.0392
    0.0244    0.0226   -0.0243   -0.0275   -0.9996    0.0391
    0.0244    0.0226   -0.0242   -0.0274   -0.9996    0.0389
    0.0243    0.0225   -0.0242   -0.0274   -0.9996    0.0388
    0.0243    0.0225   -0.0241   -0.0273   -0.9996    0.0386
    0.0243    0.0225   -0.0241   -0.0273   -0.9996    0.0385
    0.0242    0.0224   -0.0241   -0.0272   -0.9996    0.0384
    0.0242    0.0224   -0.0240   -0.0272   -0.9996    0.0382
    0.0241    0.0223   -0.0240   -0.0271   -0.9996    0.0381
    0.0241    0.0223   -0.0239   -0.0270   -0.9996    0.0379
    0.0240    0.0223   -0.0239   -0.0270   -0.9996    0.0378
    0.0240    0.0222   -0.0239   -0.0269   -0.9996    0.0377
    0.0240    0.0222   -0.0238   -0.0269   -0.9996    0.0375
    0.0239    0.0222   -0.0238   -0.0268   -0.9996    0.0374
    0.0239    0.0221   -0.0237   -0.0268   -0.9997    0.0373
    0.0238    0.0221   -0.0237   -0.0267   -0.9997    0.0372
    0.0238    0.0221   -0.0237   -0.0267   -0.9997    0.0370
    0.0238    0.0220   -0.0236   -0.0266   -0.9997    0.0369
    0.0237    0.0220   -0.0236   -0.0266   -0.9997    0.0368
    0.0237    0.0219   -0.0235   -0.0265   -0.9997    0.0366
    0.0236    0.0219   -0.0235   -0.0265   -0.9997    0.0365
    0.0236    0.0219   -0.0235   -0.0264   -0.9997    0.0364
    0.0236    0.0218   -0.0234   -0.0264   -0.9997    0.0363
    0.0235    0.0218   -0.0234   -0.0263   -0.9997    0.0361
    0.0235    0.0218   -0.0233   -0.0263   -0.9997    0.0360
    0.0234    0.0217   -0.0233   -0.0262   -0.9997    0.0359
    0.0234    0.0217   -0.0233   -0.0262   -0.9997    0.0358
    0.0234    0.0217   -0.0232   -0.0261   -0.9997    0.0357
